block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-A2-10-13-10-B07,RKF-A2-10-13-10,7,Pós-série,Pós-série,300,300 m: 6×50 =25 drill+25 nado A1.,A1,,,,structured_from_source,READY,A2_10_13_RKF,11
RKF-A2-10-13-10-B08,RKF-A2-10-13-10,8,Regenerativo,Regenerativo,300,300 m: 100 costas+200 livre muito leve. Ajustado na auditoria de 200→300 m para fechar 4.000 m.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_10_13_RKF,11
RKF-A2-14-16-11-B01,RKF-A2-14-16-11,1,Aquecimento,Aquecimento,1000,"1.000 m: 400 livre A1 longo e progressivamente conectado +200 (50 costas/50 livre ×2) +200 IM técnico sem buscar velocidade +4×50 @20s (25 educativo+25 nado), progressivos A1→entrada de A2.",A2|A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B02,RKF-A2-14-16-11,2,Técnica/Fundamento,Técnica/Habilidades,500,"500 m: 10×50 @20s — 2×(25 scull frontal+25 livre), 2×(25 punho fechado+25 nado), 2×(25 catch-up+25 nado), 2×(25 cabeça alta+25 nado normal), 2×50 completo contando ciclos.",,Livre/Crawl,,Scull,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B03,RKF-A2-14-16-11,3,Perna,Perna,400,"400 m: 8×50 @25s — 1–2 25 perna A1+25 nado; 3–4 25 perna A2+25 nado; 5–6 12,5 perna rápida+37,5 A1; 7–8 50 perna A2 estável.",A2|A1,,,Perna,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B04,RKF-A2-14-16-11,4,Braço/Força,Braço,500,500 m: 5×100 pull @20s — 1–2 A1 palmar pequeno; 3–4 A1/A2 palmar médio; 5 sem palmar reproduzindo pressão/comprimento.,A2|A1,,Palmar pequeno|Palmar médio,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B05,RKF-A2-14-16-11,5,Pré-série,Preparação,400,"400 m: 8×50 @20s =25 A1+25 A2; ímpares livre, pares especialidade.",A2|A1,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B06,RKF-A2-14-16-11,6,Principal,Principal A2,2400,"2.400 m: 3×4×200 A2 @20s; 1 min entre blocos. B1 livre; B2 ímpares 150 livre+50 costas/pares livre; B3 livre. 1º100 estabelece, 2º reproduz. Registrar parcial/100 e ciclos/50.",A2,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B07,RKF-A2-14-16-11,7,Pós-série,Pós-série/Transferência,400,400 m: 8×50 @20s =25 técnico+25 nado A1.,A1,,,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-11-B08,RKF-A2-14-16-11,8,Regenerativo,Regenerativo,400,400 m: 200 costas+100 livre+100 escolha A0/A1.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,2
RKF-A2-14-16-12-B01,RKF-A2-14-16-12,1,Aquecimento,Aquecimento,1000,1.000 m: 300 livre A1 +200 costas +200 IM técnico +100 perna leve +4×50 progressivos A1→A2 @20s.,A2|A1,Livre/Crawl|Costas|Medley,,Perna,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B02,RKF-A2-14-16-12,2,Técnica/Fundamento,Técnica/Habilidades,600,600 m: 3×4×50 @20s. B1 apoio:25 scull+25 nado; B2 comprimento:25 catch-up+25 nado contando braçadas; B3 transferência:50 completo mantendo comprimento com frequência ligeiramente maior. 30s entre blocos.,,,,Scull|Braçadas|Sensibilidade,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B03,RKF-A2-14-16-12,3,Perna,Perna,400,"400 m: 16×25 @30s — 4 A1 ventral, 4 A1 dorsal, 4=12,5 rápido+12,5 leve, 4 A2 firme.",A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B04,RKF-A2-14-16-12,4,Braço/Força,Braço,400,"400 m: 8×50 pull @20s — 2 palmar pequeno A1, 2 palmar médio A1/A2, 2 sem palmar, 2 nado completo longo.",A2|A1,,Palmar pequeno|Palmar médio,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B05,RKF-A2-14-16-12,5,Pré-série,Preparação,0,—,,,,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B06,RKF-A2-14-16-12,6,Principal,Principal A2,2400,"2.400 m: 4×600. Cada bloco=300 A2@25s+200 A2@20s+100 A2@15s; 1 min entre blocos. Mesma velocidade média/100 no 300, 200 e 100.",A2,,,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B07,RKF-A2-14-16-12,7,Pós-série,Pós-série/Transferência,500,500 m: 5×100 @20s =75 A1+25 costas técnico.,A1,Costas,,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-12-B08,RKF-A2-14-16-12,8,Regenerativo,Regenerativo,700,700 m: 300 livre muito leve+200 costas+200 escolha.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,3
RKF-A2-14-16-13-B01,RKF-A2-14-16-13,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre +200 costas/livre +200 IM +4×50 progressivos.,,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B02,RKF-A2-14-16-13,2,Técnica/Fundamento,Técnica/Habilidades,500,"500 m: 10×50 — 2 scull frontal, 2 scull médio, 2 um braço, 2 respiração 3/5 alternada, 2 nado completo com contagem de ciclos; 25 técnico+25 nado quando aplicável.",,,,Scull|Respiração,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B03,RKF-A2-14-16-13,3,Perna,Perna,500,500 m: 5×100 @25s =50 perna A1+25 perna A2+25 nado longo; alternar livre/costas/especialidade.,A2|A1,Livre/Crawl|Costas,,Perna,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B04,RKF-A2-14-16-13,4,Braço/Força,Braço,400,400 m: 4×100 pull @20s =75 A1+25 A2; palmar P/M alternado.,A2|A1,,Palmar,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B05,RKF-A2-14-16-13,5,Pré-série,Preparação,400,400 m: 4×100 @20s =50 A1+50 A2; o segundo 50 entra no ritmo pretendido para os 400.,A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B06,RKF-A2-14-16-13,6,Principal,Principal A2,2400,2.400 m: 6×400 A2 @30s. #1 livre; #2 300L+100C; #3 livre; #4 200L+200 costas/livre; #5 livre; #6 livre. Parciais/100; minimizar deriva intra e inter-repetições.,A2,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B07,RKF-A2-14-16-13,7,Pós-série,Pós-série/Transferência,400,400 m: 8×50 =25 drill+25 A1.,A1,,,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-13-B08,RKF-A2-14-16-13,8,Regenerativo,Regenerativo,400,400 m: 200 costas+200 livre A0.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,4
RKF-A2-14-16-14-B01,RKF-A2-14-16-14,1,Aquecimento,Aquecimento,1000,1.000 m: 300 livre +200 costas +4×50 IM order +200 pull leve +2×50 progressivos.,,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B02,RKF-A2-14-16-14,2,Técnica/Fundamento,Técnica/Habilidades,800,"800 m: 4×4×50 @20s, um bloco por estilo. Em cada bloco: 1=25 drill+25 nado; 2=25 perna+25 nado; 3=25 braço técnico+25 nado; 4=50 estilo completo. 30s entre estilos.",,,,Perna,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B03,RKF-A2-14-16-14,3,Perna,Perna,500,"500 m: 10×50 @25s IM order — 2 borbo/costas, 2 costas, 2 peito, 2 livre, 2 especialidade; qualidade de paredes.",,Livre/Crawl|Costas|Peito|Borboleta|Medley,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B04,RKF-A2-14-16-14,4,Braço/Força,Braço,400,400 m: 8×50 @20s alternando pull livre e braço técnico da especialidade.,,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B05,RKF-A2-14-16-14,5,Pré-série,Preparação,400,"400 m: 8×50 progressivos A1→A2 — 2 fly/livre, 2 costas, 2 peito/livre, 2 livre.",A2|A1,Livre/Crawl|Costas|Peito|Borboleta,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B06,RKF-A2-14-16-14,6,Principal,Principal A2,2000,2.000 m: 5×400 A2 @35–40s. #1 livre; #2 100 fly+100 costas+100 peito+100 livre; #3 livre; #4 200 IM+200 livre; #5 100 especialidade+300 livre. A2 individualizado pelo custo do estilo.,A2,Livre/Crawl|Costas|Peito|Borboleta,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B07,RKF-A2-14-16-14,7,Pós-série,Pós-série/Transferência,400,400 m: 8×50 =25 costas+25 livre longo.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-14-B08,RKF-A2-14-16-14,8,Regenerativo,Regenerativo,500,500 m: 200 livre+200 costas+100 escolha.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,5
RKF-A2-14-16-15-B01,RKF-A2-14-16-15,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre A1 +200 costas +200 IM técnico +4×50 build A1→A2.,A2|A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B02,RKF-A2-14-16-15,2,Técnica/Fundamento,Técnica/Habilidades,500,500 m: 5×100 @20s =25 scull+25 catch-up+25 nado contando ciclos+25 nado normal.,,,,Scull,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B03,RKF-A2-14-16-15,3,Perna,Perna,400,400 m: 8×50 @25s =25 perna firme+25 nado longo; nos pares primeiros 10 m rápidos.,,,,Perna,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B04,RKF-A2-14-16-15,4,Braço/Força,Braço,500,500 m: 10×50 pull @20s — 1–4 A1; 5–8 A1/A2; 9–10 A2 técnico.,A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B05,RKF-A2-14-16-15,5,Pré-série,Preparação,0,—,,,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B06,RKF-A2-14-16-15,6,Principal,Principal A2,2400,"2.400 m: 4×300 A2@30s (=1200) +45s; 4×200 A2@20s (=800)+45s; 4×100 A2@15s (=400). Desafio é densidade crescente, não intensidade.",A2,,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B07,RKF-A2-14-16-15,7,Pós-série,Pós-série/Transferência,500,500 m: 5×100 A1 @20s =50 nado longo+50 costas/livre.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-15-B08,RKF-A2-14-16-15,8,Regenerativo,Regenerativo,700,700 m: 300 livre+200 costas+4×50 escolha muito leve.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,6
RKF-A2-14-16-16-B01,RKF-A2-14-16-16,1,Aquecimento,Aquecimento,1000,1.000 m: 300 livre +200 costas +200 IM +100 perna leve +4×50 progressivos.,,Livre/Crawl|Costas|Medley,,Perna,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B02,RKF-A2-14-16-16,2,Técnica/Fundamento,Técnica/Habilidades,500,"500 m: 10×50 — 2 alinhamento, 2 pegada, 2 rotação, 2 conexão perna-braçada, 2 nado completo.",,,,Braçadas|Perna,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B03,RKF-A2-14-16-16,3,Perna,Perna,600,600 m: 3×4×50 @20s — 1 A1 ventral; 2 A2 dorsal; 3 25 forte controlado+25 A1; 4 25 perna+25 nado. 30s entre blocos.,A2|A1,,,Perna,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B04,RKF-A2-14-16-16,4,Braço/Força,Braço,500,500 m: 5×100 pull @20s =50 A1+50 A2 baixo.,A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B05,RKF-A2-14-16-16,5,Pré-série,Preparação,0,—,,,,,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B06,RKF-A2-14-16-16,6,Principal,Principal A2,2000,"2.000 m: 5×400 @35s, cada 400=300 nado A2+100 perna A2. Perna aeróbica eficiente, não sprint; alternar posição ventral/dorsal/lateral.",A2,,,Perna,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B07,RKF-A2-14-16-16,7,Pós-série,Pós-série/Transferência,500,500 m: 10×50 @20s =25 A1 muito longo+25 A2; transferência após retirar prancha/material.,A2|A1,,Prancha,,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-16-B08,RKF-A2-14-16-16,8,Regenerativo,Regenerativo,900,900 m: 300 costas/livre+300 pull muito leve sem palmar+300 escolha A0/A1.,A1,Livre/Crawl|Costas,Palmar,,structured_from_source,READY,A2_14_16_RKF,7
RKF-A2-14-16-17-B01,RKF-A2-14-16-17,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre +200 costas +200 IM técnico +4×50 progressivos.,,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B02,RKF-A2-14-16-17,2,Técnica/Fundamento,Técnica/Habilidades,600,"600 m: 12×50 — 4×(25 scull+25 nado), 4×(25 drill individual+25 nado), 4×50 completo contando ciclos.",,,,Scull,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B03,RKF-A2-14-16-17,3,Perna,Perna,400,400 m: 8×50 @25s =25 A1+25 A2.,A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B04,RKF-A2-14-16-17,4,Braço/Força,Braço,400,"400 m: 8×50 pull @20s, pressão contínua.",,,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B05,RKF-A2-14-16-17,5,Pré-série,Preparação,0,—,,,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B06,RKF-A2-14-16-17,6,Principal,Principal A2,2400,"2.400 m: 4×600 broken. Cada 600=200 A2@20s+2×100 A2@15s+4×50 A2@10s; 1 min entre blocos. Se os 50 virarem A3, reduzir velocidade.",A3|A2,,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B07,RKF-A2-14-16-17,7,Pós-série,Pós-série/Transferência,800,800 m: 10×50 @20s (ímpares costas A1; pares 25 drill+25 livre) +3×100 A1 @20s tentando usar menos ciclos que na principal.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-17-B08,RKF-A2-14-16-17,8,Regenerativo,Regenerativo,400,400 m: 200 livre+200 escolha.,,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,8
RKF-A2-14-16-18-B01,RKF-A2-14-16-18,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre +200 IM técnico +200 escolha +4×50 progressivos.,,Livre/Crawl|Medley,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B02,RKF-A2-14-16-18,2,Técnica/Fundamento,Técnica/Habilidades,700,"700 m: 14×50 @20s — 4 especialidade (25 drill+25 nado), 4 livre (25 scull+25 nado), 2 entrada de virada, 2 saída+breakout, 2 completo integrando tudo.",,Livre/Crawl,,Breakout|Scull,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B03,RKF-A2-14-16-18,3,Perna,Perna,500,"500 m: 10×50 — 4 especialidade A1/A2, 4 livre A2, 2=12,5 rápido+37,5 leve.",A2|A1,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B04,RKF-A2-14-16-18,4,Braço/Força,Braço,500,500 m: 5×100 =50 pull livre+50 braço/nado da especialidade.,,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B05,RKF-A2-14-16-18,5,Pré-série,Preparação,400,400 m: 8×50 @20s =25 livre A1+25 especialidade A2.,A2|A1,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B06,RKF-A2-14-16-18,6,Principal,Principal A2,2100,2.100 m: 3×700. Cada bloco=300 livre A2@25s+200 especialidade A2@25s+2×100 livre A2@15s; 1 min entre blocos. Ajustar A2 ao custo mecânico do estilo.,A2,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B07,RKF-A2-14-16-18,7,Pós-série,Pós-série/Transferência,400,400 m: 8×50 =25 especialidade técnico+25 livre A1.,A1,Livre/Crawl,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-18-B08,RKF-A2-14-16-18,8,Regenerativo,Regenerativo,400,400 m: 200 costas+200 livre.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,9
RKF-A2-14-16-19-B01,RKF-A2-14-16-19,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre A1 +200 costas +200 IM +4×50 progressivos.,A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B02,RKF-A2-14-16-19,2,Técnica/Fundamento,Técnica/Habilidades,500,"500 m: 10×50 — 2 scull, 2 catch-up, 2 rotação, 2 controle respiratório, 2 nado completo.",,,,Scull|Respiração,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B03,RKF-A2-14-16-19,3,Perna,Perna,500,"500 m: 12×25 @45s — ímpares 12,5 VALAT de perna+12,5 leve; pares 25 A1 (=300 m) +4×50 perna A1 @25s (=200 m). Ativação neural sem acumular lactato.",VALAT|A1,,,Perna,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B04,RKF-A2-14-16-19,4,Braço/Força,Braço,500,500 m: 10×50 pull @20s =25 pressão forte/controlada+25 A1.,A1,,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B05,RKF-A2-14-16-19,5,Pré-série,Preparação,0,—,,,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B06,RKF-A2-14-16-19,6,Principal,Principal A2,2000,"2.000 m: 4×500 A2 @35s; cada 500=100 costas+300 livre+100 escolha. No livre, controlar parcial/100 e ciclos/50.",A2,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B07,RKF-A2-14-16-19,7,Pós-série,Pós-série/Transferência,1000,1.000 m: 5×100 (50 A1 longo+25 costas+25 livre técnico) +10×50 @20s com mínimo confortável de ciclos.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-19-B08,RKF-A2-14-16-19,8,Regenerativo,Regenerativo,500,500 m: 200 livre+200 costas+100 escolha.,,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,10
RKF-A2-14-16-20-B01,RKF-A2-14-16-20,1,Aquecimento,Aquecimento,1000,1.000 m: 400 livre A1 relaxado/longo +200 costas/livre +200 IM técnico +4×50 progressivos A1→A2; nos dois últimos identificar a velocidade provável da principal.,A2|A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B02,RKF-A2-14-16-20,2,Técnica/Fundamento,Técnica/Habilidades,600,"600 m: 12×50 @20s — 2 scull frontal, 2 scull médio, 2 catch-up, 2 cabeça alta+nado longo, 2 livre contando ciclos, 2 livre repetindo ciclos com leve aumento de velocidade.",,Livre/Crawl,,Scull,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B03,RKF-A2-14-16-20,3,Perna,Perna,400,"400 m: 8×50 @25s — 2 A1 ventral, 2 A1 dorsal, 2 A2 firme, 2=12,5 rápido+37,5 A1.",A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B04,RKF-A2-14-16-20,4,Braço/Força,Braço,400,400 m: 8×50 pull @20s — 2 palmar pequeno A1; 2 palmar médio A1/A2; 2 sem palmar A2 baixo; 2 nado completo reproduzindo apoio.,A2|A1,,Palmar pequeno|Palmar médio,Sensibilidade,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B05,RKF-A2-14-16-20,5,Pré-série,Preparação,400,400 m: 8×50 @20s alternando 1 A1/1 A2 ×4; os A2 devem se aproximar da velocidade/50 da principal.,A2|A1,,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B06,RKF-A2-14-16-20,6,Principal,Principal A2,2400,"2.400 m: 12×200 A2 @20s. 1–4 estabelecimento; 5–8 estabilidade; 9–12 resistência técnica. Registrar parcial/100, tempo, ciclos/50, SR quando disponível e PSE após #4/#8/#12.",A2,,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B07,RKF-A2-14-16-20,7,Pós-série,Pós-série/Transferência,400,400 m: 8×50 @20s =25 drill escolhido pelo erro observado+25 nado A1.,A1,,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-A2-14-16-20-B08,RKF-A2-14-16-20,8,Regenerativo,Regenerativo,400,400 m: 100 costas+200 livre A0/A1+100 escolha muito leve.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,A2_14_16_RKF,11
RKF-SPR-18-24-01-B01,RKF-SPR-18-24-01,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 com amplitude +4×50 perna (25 leve/25 progressivo até A2) @20"" +4×50 (25 scull frontal/25 nado completo) @15"" +4×25 progressivos 70→90% @30"" +100 livre muito leve.",A2|A1,Livre/Crawl,,Scull|Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B02,RKF-SPR-18-24-01,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 4×50 (25 educativo de apoio/25 nado completo) @20"" +4×50 (10 m aceleração técnica/40 m A1), contando braçadas e mantendo alinhamento.",A1,,,Braçadas|Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B03,RKF-SPR-18-24-01,3,Força/Material,Força / Material,600,"600: 4 rounds de 150 =25 paraquedas médio forte, sem sprint máximo +50 A1 recuperação +25 nado limpo VALAT apenas 15 m máximo/10 m solto +50 A1. Recuperar 2' entre rounds.",VALAT|A1,,Paraquedas,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B04,RKF-SPR-18-24-01,4,Pré-série,Pré-série,0,0 m: sem pré-série adicional; a progressão do aquecimento já entrega a ativação necessária sem acrescentar fadiga.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B05,RKF-SPR-18-24-01,5,Principal,Principal / Arquitetura,400,400: 2×[4×25 @2' =15 m máximo +10 m solto +100 A1 após o bloco]. Recuperar 4' entre blocos. Qualidade absoluta; não prolongar a distância máxima se houver perda de velocidade.,A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B06,RKF-SPR-18-24-01,6,Pós-série,Pós-série,300,"300: 4×25 saída de bloco até 15 m em qualidade máxima + completar 10 m solto, intercalando 4×50 A1. Recuperação completa antes de cada saída.",A1,,,Saída de bloco,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-01-B07,RKF-SPR-18-24-01,7,Regenerativo,Regenerativo,1200,"1200: 4×200 A1 alternando livre/costas @20"" +4×100 A1 escolha @15"". Soltura, amplitude e redução progressiva da frequência.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,2
RKF-SPR-18-24-02-B01,RKF-SPR-18-24-02,1,Aquecimento,Aquecimento,1000,"1000: 400 livre A1 +200 IM técnico +4×50 (25 drill específico/25 progressivo A1→A2) @20"" +4×25 aceleração até 90% @30"" +100 solto.",A2|A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B02,RKF-SPR-18-24-02,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 @20"" =25 educativo específico da prova +25 nado completo, mantendo número de braçadas estável.",,,,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B03,RKF-SPR-18-24-02,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B04,RKF-SPR-18-24-02,4,Pré-série,Pré-série,500,"500: 4×50 A2 @20"" +4×50 A3 @30"" +4×25 AN1 controlado @1'15"". Preparação crescente, sem acidose importante.",AN1|A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B05,RKF-SPR-18-24-02,5,Principal,Principal / Arquitetura,600,"600: 2×[4×50 AN1 @2'30""–3' +100 A1]. Recuperar 5' entre blocos contando o 100 A1. Volume AN1 =400 m. Registrar tempo, SR e perda percentual.",AN1|A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B06,RKF-SPR-18-24-02,6,Pós-série,Pós-série,300,"300: 6×50 @30"" =10 m entrada de parede forte + virada competitiva +10 m saída forte +20 m A1. Técnica perfeita, sem transformar em nova série anaeróbia.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-02-B07,RKF-SPR-18-24-02,7,Regenerativo,Regenerativo,1400,"1400: 4×200 A1 @20"" +4×100 A1 costas/livre @15"" +4×50 muito leves. Priorizar remoção de lactato e relaxamento.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,3
RKF-SPR-18-24-03-B01,RKF-SPR-18-24-03,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 +200 IM técnico +4×50 (25 drill/25 nado) @15"" +4×25 progressivos 70→90% @30"" +100 A1.",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-03-B02,RKF-SPR-18-24-03,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 4×50 streamline + breakout técnico @30"" +4×50 frequência progressiva mantendo apoio e distância por braçada.",,,,Streamline|Breakout|Braçadas|Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-03-B03,RKF-SPR-18-24-03,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-03-B04,RKF-SPR-18-24-03,4,Pré-série,Pré-série,400,"400: 8×50 =25 build até 85–90% +25 A1 @30"". Nos últimos 2 repetir rotina de saída fora d’água antes do push.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
