session_id,title,volume_proposed_m,volume_audited_m,difference_m,audit_status,source_sheet,source_row,age_band,periodization_compatibility,profile,session_type,objective,zone_intention_raw,zones,styles,materials,skills,load_pse,block_count,machine_status,app_selectable,selection_features,adaptation_rules,schema_version
RKF-RRP50-100-17,RRP 200/400 medley,7500,7500,0,OK — EXATO,Treinos_RRP50_100_RKF,18,18+,ATR / compatível com motor de fase,Rendimento 18+ — RRP50/100,Misto,RRP 200/400 medley,,A1,Livre/Crawl|Borboleta|Medley,,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=18+;profile=Rendimento 18+ — RRP50/100;type=Misto;zones=A1;styles=Livre/Crawl|Borboleta|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-RRP50-100-18,Densidade crescente 4→6→8→10×50,7200,7200,0,OK — EXATO,Treinos_RRP50_100_RKF,19,18+,ATR / compatível com motor de fase,Rendimento 18+ — RRP50/100,Misto,Densidade crescente 4→6→8→10×50,,A1,Livre/Crawl|Costas|Medley,,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=18+;profile=Rendimento 18+ — RRP50/100;type=Misto;zones=A1;styles=Livre/Crawl|Costas|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-RRP50-100-19,Densidade crescente + fechamento máximo,7200,7200,0,OK — EXATO,Treinos_RRP50_100_RKF,20,18+,ATR / compatível com motor de fase,Rendimento 18+ — RRP50/100,Misto,Densidade crescente + fechamento máximo,,,Livre/Crawl|Costas|Medley,,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=18+;profile=Rendimento 18+ — RRP50/100;type=Misto;zones=NA;styles=Livre/Crawl|Costas|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-RRP50-100-20,RKF RRP50/100 TEST SET,7600,7600,0,OK — EXATO,Treinos_RRP50_100_RKF,21,18+,ATR / compatível com motor de fase,Rendimento 18+ — RRP50/100,Misto,RKF RRP50/100 TEST SET,,A3|A1,Livre/Crawl|Costas|Peito|Medley,Palmar,Scull|Braçadas,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=18+;profile=Rendimento 18+ — RRP50/100;type=Misto;zones=A3|A1;styles=Livre/Crawl|Costas|Peito|Medley;skills=Scull|Braçadas,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-01,A3 100s quebrados,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,2,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 100s quebrados,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-02,A3 50/100,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,3,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 50/100,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-03,A3 3×100 + recuperação,5700,5700,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,4,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 3×100 + recuperação,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-04,A3 200 específico,5800,5800,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,5,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 200 específico,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-05,A3 quebrado 4×50,5500,5500,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,6,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 quebrado 4×50,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-06,A3 + força de perna,5700,5700,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,7,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 + força de perna,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-07,A3 descendente,5700,5700,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,8,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 descendente,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-08,A3 75s,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,9,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 75s,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-09,A3 contraste,5500,5500,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,10,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 contraste,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-10,A3 100 + 50,5500,5500,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,11,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 100 + 50,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-11,A3 50 +100 +50,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,12,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 50 +100 +50,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-12,A3 200 borboleta,5400,5400,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,13,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 200 borboleta,,VALAT|A3|A1,Livre/Crawl|Costas|Borboleta|Medley,Palmar,Submerso,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Borboleta|Medley;skills=Submerso,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-13,A3 200 costas,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,14,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 200 costas,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,Submerso|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Submerso|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-14,A3 200 peito,5400,5400,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,15,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 200 peito,,VALAT|A3|A1,Livre/Crawl|Costas|Peito|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Peito|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-15,A3 100 estilo / maior velocidade,5400,5400,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,16,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Velocidade,A3 100 estilo / maior velocidade,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Velocidade;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-16,A3 força → nado limpo,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,17,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 força → nado limpo,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-17,A3 com submerso,5600,5600,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,18,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 com submerso,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,Submerso,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Submerso,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-18,A3 com recuperação ativa interna,5700,5700,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,19,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 com recuperação ativa interna,,VALAT|A3|A2|A1,Livre/Crawl|Costas|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A2|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-19,A3 densidade crescente,5800,5800,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,20,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,A3 densidade crescente,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-A3-EST-20,RKF A3 TEST SET — 100/200 estilo,6000,6000,0,OK — EXATO / TETO RESPEITADO,Treinos_A3_100_200_Estilo,21,Adulto / não classificado,ATR / compatível com motor de fase,Rendimento — 100/200 estilo,Misto,RKF A3 TEST SET — 100/200 estilo,,VALAT|A3|A1,Livre/Crawl|Costas|Medley,Palmar,Submerso|Braçadas|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Rendimento — 100/200 estilo;type=Misto;zones=VALAT|A3|A1;styles=Livre/Crawl|Costas|Medley;skills=Submerso|Braçadas|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-01,AN1 8×100,3600,3600,0,OK,Treinos_Anaerobicos_RKF,2,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 8×100,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-02,AN1 10×100,3700,3700,0,OK,Treinos_Anaerobicos_RKF,3,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 10×100,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-03,AN1 50/100,3600,3600,0,OK,Treinos_Anaerobicos_RKF,4,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 50/100,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-04,AN1 200 quebrado,3800,3800,0,OK,Treinos_Anaerobicos_RKF,5,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 200 quebrado,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-05,AN1 12×75,3500,3500,0,OK,Treinos_Anaerobicos_RKF,6,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 12×75,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-06,AN1 6×150,3600,3600,0,OK,Treinos_Anaerobicos_RKF,7,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 6×150,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-07,AN1 100/50 crescente,3700,3700,0,OK,Treinos_Anaerobicos_RKF,8,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 100/50 crescente,,VALAT|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-08,AN1 4×200,3700,3700,0,OK,Treinos_Anaerobicos_RKF,9,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 4×200,,VALAT|AN1|A3|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A3|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-09,AN1 especialidade,3900,3900,0,OK,Treinos_Anaerobicos_RKF,10,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,AN1 especialidade,,VALAT|AN1|A2|A1,Livre/Crawl|Costas,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A2|A1;styles=Livre/Crawl|Costas;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-10,RKF AN1 TEST,4100,4100,0,OK,Treinos_Anaerobicos_RKF,11,Adulto / não classificado,ATR / compatível com motor de fase,AN1 — produção sustentada,Anaeróbio,RKF AN1 TEST,,VALAT|AN1|A3|A2|A1,,,Submerso,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=AN1 — produção sustentada;type=Anaeróbio;zones=VALAT|AN1|A3|A2|A1;styles=NA;skills=Submerso,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-11,Modelo RKF clássico,3200,3200,0,OK,Treinos_Anaerobicos_RKF,12,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Modelo RKF clássico,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-12,100 → 50,3600,3600,0,OK,Treinos_Anaerobicos_RKF,13,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,100 → 50,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-13,Escada anaeróbica,3625,3625,0,OK,Treinos_Anaerobicos_RKF,14,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Escada anaeróbica,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-14,Produção crescente,3500,3500,0,OK,Treinos_Anaerobicos_RKF,15,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Produção crescente,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-15,150 →100 →50,3700,3700,0,OK,Treinos_Anaerobicos_RKF,16,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,150 →100 →50,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-16,200 →100 →50,3900,3900,0,OK,Treinos_Anaerobicos_RKF,17,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,200 →100 →50,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-17,Especialidade 100,3200,3200,0,OK,Treinos_Anaerobicos_RKF,18,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Especialidade 100,,VALAT|AN2|AN1|A1,Livre/Crawl,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=Livre/Crawl;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-18,Especialidade 200,4000,4000,0,OK,Treinos_Anaerobicos_RKF,19,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Especialidade 200,,VALAT|AN2|AN1|A1,Livre/Crawl,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=Livre/Crawl;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-19,Lactate recycle,3900,3900,0,OK,Treinos_Anaerobicos_RKF,20,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,Lactate recycle,,VALAT|AN2|AN1|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-ANA-20,RKF PRODUCTION/REMOVAL TEST,3800,3800,0,OK,Treinos_Anaerobicos_RKF,21,Adulto / não classificado,ATR / compatível com motor de fase,Produção → remoção → reprodução,Anaeróbio,RKF PRODUCTION/REMOVAL TEST,,VALAT|AN2|AN1|A2|A1,,,,,5,READY_WHOLE|BLOCKS_EXACT,YES,age=Adulto / não classificado;profile=Produção → remoção → reprodução;type=Anaeróbio;zones=VALAT|AN2|AN1|A2|A1;styles=NA;skills=NA,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
